sepal_length,sepal_width,petal_length,petal_width,species
4.94901424590337,3.158520709648645,1.4295377076201385,0.38354908766664964,setosa
4.729758912915246,3.6737638446522176,1.4534869458305817,0.2255292581688612,setosa
4.660974692156261,3.0602810739289232,1.3483924543132069,0.1,setosa
4.631313741227708,2.896150663899673,1.362849466519055,0.1,setosa
5.239694630676466,3.1322671098540393,1.3135056409375847,0.1,setosa
4.833276776912959,2.854701926773309,1.3751396036691343,0.1628654038853691,setosa
4.6194880163311804,3.755683455352681,1.2973005550524133,0.16508620821481074,setosa
4.433746905008693,3.262659078501427,0.908065975224045,0.1,setosa
5.021539973998623,3.2514104843569913,1.2768703435223518,0.12365056527493495,setosa
4.584046737481588,3.061808368712064,1.5114244452437833,0.19735226571308778,setosa
4.897225190818438,3.084475315875105,1.1646155999388084,0.32917916500276523,setosa
5.07938403573486,2.9482347430332085,1.2381575248297572,0.3057193519794501,setosa
4.656247728646413,3.144302307000855,1.0787330051987944,0.12887892923152228,setosa
5.2068720085712465,3.1783969635259,1.500706579578405,0.2539782727323477,setosa
4.908418681652524,3.6614109699397908,1.2928347921780097,0.25476058959471437,setosa
5.046570751312567,3.2261141204714514,1.2401985299068266,0.13381748491418827,setosa
4.734098433648747,3.307133771453524,1.5955788089483032,0.16730617892280622,setosa
4.649472886924639,3.4746206353106226,1.3657502219319368,0.20926237347215765,setosa
4.829123264804412,3.490593497159867,1.1595893812245295,0.16358731580606822,setosa
4.360945515560364,3.288836083119373,1.352211054435978,0.22400309443908656,setosa
4.375388777384876,3.0738064031703924,1.231457096694646,0.13485369716400225,setosa
4.921215257044361,3.765855770363159,1.3349155625663678,0.25552429954060485,setosa
4.224368635410287,3.192045837365235,1.3120460419882054,0.46791076720829305,setosa
4.890464202700084,3.189586469088427,1.0662643924760937,0.35850537233345015,setosa
5.037309584112914,2.9271837635615787,1.58055886218722,0.14721363462950746,setosa
5.457136687742993,2.902839102460794,1.1867404540794457,0.20346539921089873,setosa
4.33480097068016,3.2205688924418086,1.087539257254779,0.21014195707730593,setosa
5.264980321505262,2.965024012299129,1.235587696758865,0.24336727559115573,setosa
4.868237980381239,3.5921428262847286,0.9785033530877545,0.22930786087442706,setosa
5.034546861533193,2.8289147867365756,1.0359086773831447,0.27063425796166357,setosa
4.875147855103763,3.3039344628490928,1.163995055684302,0.25427849894946464,setosa
4.58569457459209,3.759732353343427,1.3947665841823575,0.15317398912966237,setosa
4.507595498931804,3.4361253811227357,1.531719115801481,0.21927248620719314,setosa
4.92383427808095,3.446618047998347,1.6793585965307896,0.20571023983491743,setosa
4.533145671112343,2.9552569145103686,1.2845796581171791,0.2764077032598833,setosa
5.0481549747108065,3.2039005675633723,1.5907068154314634,0.3686134565488317,setosa
4.987700204329502,2.9428527330751155,1.0858215003877776,0.24565625229680377,setosa
5.014200148227627,3.3419712873720635,1.2854342174686255,0.1,setosa
4.666045514379894,3.456919638297042,1.3428187488260408,0.11836704330396439,setosa
4.9155952139186505,2.93484276913966,1.3307450211891056,0.1817468590719794,setosa
4.907336208104485,3.3682353579104705,1.5166102486350554,0.2881577616691413,setosa
4.518652488025463,3.3545105801625983,1.4027571901824418,0.4844170621815851,setosa
4.9712671532079495,3.54066969205418,1.4908003526986406,0.29845569816842665,setosa
5.02769076614798,2.9681524356387285,1.2526362786519982,0.1808209800516056,setosa
5.494397570002052,2.639820442222476,1.4372520380749028,0.1,setosa
5.1266851790902095,3.219284005728639,1.0844510444141389,0.17089462096215086,setosa
4.580890010484858,3.2649375768745927,1.3091143679807629,0.27294860650376085,setosa
4.990175706695403,2.592457224002718,1.3372908629538856,0.21017210655836097,setosa
4.562243778470189,3.1655790675599307,1.4009974557960914,0.2666604446438325,setosa
4.699649629247715,3.0575164066517133,1.1693341534852577,0.41372792492468324,setosa
4.995646418265982,2.475358584116433,4.348862478805053,1.5654108016930341,versicolor
5.306306370853499,2.580073344755987,3.2169322137524876,1.4491888096759613,versicolor
5.129227811368767,2.18214239318146,2.203493063972371,1.0028433705607211,versicolor
5.00088672721406,2.689723391179491,2.9279434488157468,1.2113224764064825,versicolor
6.0765093156264465,1.7692413546461685,3.965265500861984,1.3494977297377182,versicolor
5.6848413897053085,2.2597179086720414,3.259913249136482,1.320686062068564,versicolor
5.545406938100499,2.398639202356314,4.134406726458141,1.2725292416132576,versicolor
4.719164880190999,2.1544644714893253,3.7353268825938306,1.39859608581536,versicolor
5.41675109985709,2.0520997196023503,3.2642540972223153,1.514196603424689,versicolor
5.222836161895739,2.4698799626299754,3.6229198083506438,1.556345846699037,versicolor
5.1684019956311715,2.0319456879409095,3.7989174420493046,1.500920717593416,versicolor
5.546930953323513,2.5832994687365276,3.263371444465668,1.4256469880588796,versicolor
5.412927518709112,2.529633055596157,3.830166539595212,1.6109925215173655,versicolor
5.508401536653103,2.404585891388489,3.3758932973626177,1.395915447515566,versicolor
5.5387983859970875,2.3785471076310745,3.172711726706611,1.685447758732768,versicolor
5.014324554884907,2.5474332620500206,3.8166650775851743,1.5379077466321625,versicolor
5.495101290861234,1.9308236885542507,3.5303218232774904,1.2663558266962143,versicolor
5.441177047399145,1.9523508409622468,3.3714456633388026,1.3915446295488065,versicolor
5.171111841773428,2.273106163447574,3.597986628443489,1.2348581124892068,versicolor
5.592819974943055,1.7655746975508029,2.937014490249378,1.1393402471888583,versicolor
5.624363026239202,2.6426068650848658,3.843063849280808,1.3513678685402608,versicolor
5.098988254144876,2.194446059202283,3.3845365444319446,1.3616358193331963,versicolor
5.707738605696469,2.6598216739007734,3.456495940617257,1.4604991380670698,versicolor
5.339511811245665,2.267227744543125,3.505036960312718,1.3313884265482647,versicolor
5.509804069703577,2.3493994873736352,4.080457443118017,1.707559032404421,versicolor
5.19306097484478,2.4616961910162036,3.5733368022953407,1.754879352605311,versicolor
5.1641112631276895,2.0201822063667936,2.6504417102760773,1.1219365336137705,versicolor
5.560157514590483,2.302526792733148,4.250468335686355,1.5862864184227252,versicolor
5.140634131460657,2.3475757514519517,2.971906717191743,1.7224544309261094,versicolor
5.312329739158118,1.6860596412727369,4.041548949666165,1.443137741514766,versicolor
4.8622289364822535,2.0201874931138684,3.502097479887273,1.3371025931677134,versicolor
5.749139972938999,1.879713871185222,3.4430482059914826,1.3940858886444656,versicolor
5.7846459512355555,1.8626073724486394,2.886354331705751,1.5607864981492565,versicolor
5.200605385377378,2.665345592656757,3.5462698537171433,1.5938623462549852,versicolor
6.324299169952795,2.7266022527329614,3.4004143406083704,1.5666244217309657,versicolor
6.04745262301294,1.910522961825969,3.7744205839993756,1.5011899814486993,versicolor
5.02669659493369,1.58823034667197,3.392237266222177,1.5578500303862115,versicolor
5.52963791216791,2.6885846636713877,2.9479594167140433,0.9513420688555425,versicolor
5.653626179575723,2.1901915755717725,2.6730231599840493,1.1842548330706046,versicolor
5.767869019532015,2.3099794738290544,3.1240480854690578,1.1566707489851193,versicolor
5.474928361090731,2.4865426961503716,3.1057095814657822,1.384867380331525,versicolor
5.182850867095063,2.1678908920136326,3.0859030710322504,1.1379665514043462,versicolor
6.285890053166556,2.210579065591519,3.2201097968029657,1.3591905593425995,versicolor
5.411612160186711,2.384250010013028,3.803003084018922,1.2454091668475527,versicolor
5.389979321139342,1.5094236505793246,2.893923575120579,1.6450155966760271,versicolor
5.400385584177449,2.37296708891673,3.6245000618174146,2.0342049134445177,versicolor
5.4488329634076935,1.9133378678198725,2.857421471896971,1.2886173370989265,versicolor
4.93109851616093,2.0060281347272424,3.067380798554242,1.6882483947174096,versicolor
5.496810943473353,2.6439832416670077,3.5309473230590473,1.256994095903735,versicolor
5.715564017473864,1.8888261537020632,3.423864528766557,1.0981228156514875,versicolor
6.46308877376582,3.0728249921410393,4.100716213090429,2.046430263860123,virginica
5.756437308117652,2.322281822728339,4.368004615160092,1.9098094440789055,virginica
6.135228412889919,2.484928567165259,4.680525976566795,1.6669449325157835,virginica
6.377695612912878,2.6502751562873144,4.311222377600724,1.9984912855574297,virginica
5.165297359439315,2.6630080577139803,4.4686881205270765,2.0798854548035295,virginica
5.09755894966774,2.011737268635051,4.824042473330691,2.015105166594293,virginica
6.319296229388687,2.001543981319312,4.766960100676341,1.5807993447487891,virginica
6.023699335658207,2.2418759904148144,4.607722227885088,2.2338154720766834,virginica
6.4178460560325705,2.1610879436027144,5.064902088957641,2.3153785700867697,virginica
5.601552372264762,2.673121638154162,4.6984773069785035,2.050992233373452,virginica
6.04329489373645,2.453296829382376,5.383891030829903,2.1315954891771143,virginica
5.794061516938767,2.353718132778252,4.583720906090189,2.0556585092814945,virginica
6.1448874284482065,3.1226202395936316,5.235562351715846,1.9858098716294292,virginica
5.795962313489224,1.888562639446644,4.295956844541298,1.3507824339443077,virginica
6.009209189594776,3.002931193682585,4.963463686882081,1.9720864891047234,virginica
4.894432345496058,2.5706843674325697,5.185432596943484,1.6321550881207423,virginica
6.169248203747207,2.3754136258297596,5.116390933053142,2.7019402633995577,virginica
6.124110293150168,2.3621917301379267,4.375077815267604,2.1438043351945906,virginica
6.035783118609697,2.356702765970465,5.039489912873195,2.155924620086299,virginica
5.744991800572627,2.4190375194119884,4.310618142108846,1.8166388608402937,virginica
6.378494308322676,2.2233504027467124,5.23480296005283,2.450843398807953,virginica
6.938397906279033,2.267863240268928,4.177672648344291,1.4589534057376048,virginica
6.327182828177029,2.4833245987268633,4.93998431315991,1.7786393161073195,virginica
